filename,snr_db
AVPEPUDEA0038e3.wav,9.17
AVPEPUDEA0027e2.wav,9.18
AVPEPUDEA0053a2.wav,9.19
AVPEPUDEAC0026a2.wav,9.21
AVPEPUDEA0051a2.wav,9.25
AVPEPUDEA0049a1.wav,9.28
AVPEPUDEAC0035a3.wav,9.32
AVPEPUDEAC0018a3.wav,9.37
AVPEPUDEA0059a2.wav,9.4
AVPEPUDEA0014a3.wav,9.43
AVPEPUDEAC0040e2.wav,9.45
AVPEPUDEAC0008e2.wav,9.45
AVPEPUDEA0011a3.wav,9.46
AVPEPUDEAC0047a3.wav,9.5
AVPEPUDEA0054e3.wav,9.53
AVPEPUDEAC0025a3.wav,9.53
AVPEPUDEAC0027e3.wav,9.54
AVPEPUDEA0014e1.wav,9.57
AVPEPUDEA0021a1.wav,9.58
AVPEPUDEAC0008e3.wav,9.58
AVPEPUDEA0039a3.wav,9.58
AVPEPUDEAC0022a1.wav,9.62
AVPEPUDEAC0037a3.wav,9.65
AVPEPUDEA0030a3.wav,9.69
AVPEPUDEAC0044a2.wav,9.73
AVPEPUDEAC0001a3.wav,9.85
AVPEPUDEA0008e2.wav,9.87
AVPEPUDEA0056e3.wav,9.91
AVPEPUDEA0014a2.wav,9.91
AVPEPUDEA0045a3.wav,9.92
AVPEPUDEAC0025e3.wav,9.92
AVPEPUDEA0008e3.wav,9.95
AVPEPUDEA0002a3.wav,9.96
AVPEPUDEAC0047e3.wav,9.98
AVPEPUDEA0029a3.wav,9.98
