filename,snr_db
0071_A1.wav,2.69
0115_E2.wav,2.69
0085_A1.wav,2.69
0020_A3.wav,2.7
0042_A1.wav,2.7
0052_E2.wav,2.7
0020_E1.wav,2.7
0030_E1.wav,2.7
0037_A1.wav,2.71
0064_A1.wav,2.72
0061_A1.wav,2.72
0027_E2.wav,2.73
0022_E3.wav,2.75
0131_A2.wav,2.75
0033_A3.wav,2.75
0023_E3.wav,2.78
0117_E2.wav,2.79
0009_A3.wav,2.81
0023_E1.wav,2.82
0013_A1.wav,2.83
0069_A1.wav,2.85
0025_A3.wav,2.85
0019_E3.wav,2.86
0013_A2.wav,2.86
0131_A1.wav,2.87
0063_A2.wav,2.88
0105_E2.wav,2.9
0012_E1.wav,2.91
0066_A1.wav,2.92
0007_A1.wav,2.92
0075_E2.wav,2.92
0038_A1.wav,2.96
0036_A1.wav,2.98
0007_E2.wav,3.01
0018_A3.wav,3.01
0128_A1.wav,3.01
0026_E1.wav,3.02
0008_A2.wav,3.04
0026_E3.wav,3.04
0080_E2.wav,3.04
0053_E2.wav,3.05
0116_E2.wav,3.06
0118_E2.wav,3.07
0027_A3.wav,3.07
0044_A1.wav,3.08
0120_A2.wav,3.08
0070_A2.wav,3.08
0032_A2.wav,3.09
0028_A2.wav,3.09
0013_A3.wav,3.09
0025_E1.wav,3.11
0134_E2.wav,3.11
0046_E1.wav,3.12
0030_A2.wav,3.13
0054_A1.wav,3.14
0116_A2.wav,3.14
0006_A2.wav,3.14
0134_A2.wav,3.15
0117_A2.wav,3.24
0022_E1.wav,3.24
0120_A1.wav,3.26
0012_A1.wav,3.29
0020_A1.wav,3.29
0086_A2.wav,3.33
0006_E2.wav,3.34
0026_A1.wav,3.35
0048_E2.wav,3.36
0006_A1.wav,3.36
0079_A2.wav,3.41
0033_E1.wav,3.41
0141_A1.wav,3.41
0136_A2.wav,3.42
0078_E1.wav,3.43
0034_A3.wav,3.46
0043_A2.wav,3.46
0045_E2.wav,3.47
0122_A1.wav,3.48
0010_E2.wav,3.48
0132_A1.wav,3.48
0007_A3.wav,3.48
0143_A2.wav,3.5
0067_A2.wav,3.51
0027_E1.wav,3.51
0027_E3.wav,3.52
0074_A2.wav,3.54
0015_A3.wav,3.54
0130_A2.wav,3.54
0034_A2.wav,3.58
0049_E2.wav,3.58
0113_A1.wav,3.58
0076_A1.wav,3.58
0022_A3.wav,3.58
0112_A2.wav,3.59
0046_A1.wav,3.59
0140_A2.wav,3.6
0028_A3.wav,3.6
0051_A1.wav,3.61
0116_E1.wav,3.62
0121_E1.wav,3.65
0121_A2.wav,3.66
0069_A2.wav,3.67
0028_A1.wav,3.69
0086_A1.wav,3.69
0044_E2.wav,3.71
0025_E3.wav,3.73
0014_E1.wav,3.74
0058_E2.wav,3.75
0032_A3.wav,3.75
0016_A2.wav,3.76
0067_E2.wav,3.76
0122_E1.wav,3.8
0141_A3.wav,3.8
0024_A3.wav,3.8
0043_A1.wav,3.81
0072_A1.wav,3.81
0118_A1.wav,3.81
0115_A1.wav,3.82
0140_E1.wav,3.83
0011_A1.wav,3.84
0042_E1.wav,3.84
0045_A2.wav,3.86
0030_A3.wav,3.86
0036_E2.wav,3.87
0042_A2.wav,3.88
0077_A1.wav,3.9
0034_A1.wav,3.9
0021_A2.wav,3.91
0035_A1.wav,3.93
0118_A2.wav,3.93
0025_A2.wav,3.93
0117_A1.wav,3.95
0133_E2.wav,3.96
0047_A1.wav,3.96
0011_A3.wav,3.96
0012_A3.wav,3.97
0112_E2.wav,3.98
0065_A2.wav,3.99
0077_A2.wav,4.0
0061_A2.wav,4.0
0020_A2.wav,4.01
0032_A1.wav,4.02
0047_E1.wav,4.03
0069_E2.wav,4.03
0010_A2.wav,4.04
0066_E1.wav,4.06
0025_A1.wav,4.06
0041_A1.wav,4.07
0008_E2.wav,4.08
0021_A3.wav,4.09
0144_A2.wav,4.1
0083_A2.wav,4.11
0128_E2.wav,4.13
0067_E1.wav,4.14
0112_E1.wav,4.15
0030_E2.wav,4.15
0028_E3.wav,4.15
0006_E1.wav,4.16
0023_A2.wav,4.16
0029_A1.wav,4.16
0062_A1.wav,4.17
0011_A2.wav,4.18
0128_E1.wav,4.18
0061_E2.wav,4.19
0122_E2.wav,4.2
0115_E1.wav,4.22
0140_A1.wav,4.24
0038_E2.wav,4.25
0038_A2.wav,4.29
0010_A1.wav,4.3
0074_E2.wav,4.31
0067_A1.wav,4.31
0112_A1.wav,4.32
0018_A1.wav,4.37
0143_E1.wav,4.43
0013_E2.wav,4.45
0056_E2.wav,4.45
0009_E2.wav,4.46
0081_E2.wav,4.46
0033_E3.wav,4.47
0026_A2.wav,4.49
0079_E1.wav,4.49
0015_E1.wav,4.49
0006_A3.wav,4.5
0017_A2.wav,4.5
0109_E2.wav,4.57
0028_E1.wav,4.57
0019_E1.wav,4.6
0014_A3.wav,4.62
0013_E1.wav,4.67
0015_A2.wav,4.69
0065_E2.wav,4.69
0135_A1.wav,4.7
0017_E3.wav,4.7
0082_E2.wav,4.72
0072_A2.wav,4.72
0115_A2.wav,4.73
0054_E2.wav,4.74
0087_A2.wav,4.76
0024_E3.wav,4.83
0066_A2.wav,4.84
0087_A1.wav,4.86
0012_A2.wav,4.88
0076_E2.wav,4.9
0034_E2.wav,4.91
0046_E2.wav,4.92
0064_E2.wav,4.95
0029_E1.wav,4.98
0043_E2.wav,5.0
0008_E1.wav,5.0
0010_E1.wav,5.01
0074_A1.wav,5.08
0077_E1.wav,5.08
0015_E3.wav,5.08
0022_A2.wav,5.09
0041_E1.wav,5.09
0024_E1.wav,5.1
0016_A3.wav,5.12
0071_E2.wav,5.12
0109_E1.wav,5.12
0109_A2.wav,5.14
0109_A1.wav,5.16
0032_E1.wav,5.16
0029_E2.wav,5.16
0035_A2.wav,5.17
0073_A1.wav,5.18
0031_A1.wav,5.2
0037_A2.wav,5.2
0041_E2.wav,5.22
0017_A3.wav,5.24
0053_A1.wav,5.26
0029_A3.wav,5.28
0022_A1.wav,5.29
0043_E1.wav,5.31
0042_E2.wav,5.36
0141_E1.wav,5.37
0030_A1.wav,5.37
0044_A2.wav,5.38
0046_A2.wav,5.38
0051_A2.wav,5.39
0021_E1.wav,5.4
0008_A3.wav,5.43
0063_E2.wav,5.49
0012_E2.wav,5.52
0007_A2.wav,5.53
0111_A1.wav,5.56
0017_A1.wav,5.56
0008_A1.wav,5.58
0073_A2.wav,5.6
0021_A1.wav,5.6
0004_E1.wav,5.67
0032_E3.wav,5.69
0087_E2.wav,5.7
0004_A3.wav,5.71
0020_E3.wav,5.78
0075_A1.wav,5.94
0004_A1.wav,5.95
0047_A2.wav,5.96
0015_A1.wav,5.98
0021_E3.wav,5.98
0017_E1.wav,6.0
0014_A1.wav,6.02
0109_A3.wav,6.02
0014_A2.wav,6.03
0035_E2.wav,6.06
0035_E1.wav,6.07
0032_E2.wav,6.12
0084_E2.wav,6.2
0059_A1.wav,6.27
0066_E2.wav,6.32
0051_E2.wav,6.32
0031_A2.wav,6.38
0004_E2.wav,6.42
0040_A1.wav,6.43
0070_E2.wav,6.43
0047_E2.wav,6.44
0023_A3.wav,6.47
0083_E2.wav,6.49
0059_E1.wav,6.61
0037_E1.wav,6.62
0031_A3.wav,6.84
0011_E3.wav,7.0
0111_E1.wav,7.02
0111_E2.wav,7.09
0040_E2.wav,7.2
0037_E2.wav,7.24
0086_E2.wav,7.34
0111_A2.wav,7.51
0070_E1.wav,7.62
0073_E2.wav,7.63
0031_E3.wav,7.65
0040_A2.wav,7.66
0016_A1.wav,7.84
0023_A1.wav,8.1
0016_E1.wav,8.13
0007_E3.wav,8.29
0022_E2.wav,8.29
0040_E1.wav,8.46
0004_A2.wav,8.8
0041_A2.wav,8.89
0029_E3.wav,8.89
0031_E1.wav,8.92
0031_E2.wav,9.12
0024_E2.wav,9.24
0034_E3.wav,9.42
0084_A1.wav,9.75
